fpr,tpr
0.0,0.0
0.0,7.806096561414464e-06
0.0,0.8814175871355528
0.00023618327822390176,0.8814175871355528
0.00023618327822390176,0.8814410054252371
0.0004723665564478035,0.8814410054252371
0.0004723665564478035,0.8815034541977285
0.000944733112895607,0.8815034541977285
0.000944733112895607,0.8815502907770969
0.0011809163911195087,0.8815502907770969
0.0011809163911195087,0.881589321259904
0.0014170996693434106,0.881589321259904
0.0014170996693434106,0.881628351742711
0.0016532829475673122,0.881628351742711
0.0016532829475673122,0.8816595761289567
0.0021256495040151155,0.8816595761289567
0.0021256495040151155,0.8817064127083252
0.0023618327822390174,0.8817064127083252
0.0023618327822390174,0.881722024901448
0.002834199338686821,0.881722024901448
0.002834199338686821,0.8817298309980095
0.0030703826169107226,0.8817298309980095
0.0030703826169107226,0.8817454431911322
0.0033065658951346244,0.8817454431911322
0.0033065658951346244,0.8817610553842551
0.0035427491733585263,0.8817610553842551
0.0035427491733585263,0.8817844736739393
0.00401511572980633,0.8817844736739393
0.00401511572980633,0.8818235041567464
0.004487482286254133,0.8818235041567464
0.004487482286254133,0.8818313102533079
0.004723665564478035,0.8818313102533079
0.004723665564478035,0.8818781468326763
0.0051960321209258385,0.8818781468326763
0.0051960321209258385,0.8819171773154834
0.00543221539914974,0.8819171773154834
0.00543221539914974,0.8819484017017291
0.005668398677373642,0.8819484017017291
0.005668398677373642,0.8819640138948519
0.005904581955597544,0.8819640138948519
0.005904581955597544,0.8820186565707818
0.006140765233821445,0.8820186565707818
0.006140765233821445,0.8820811053432731
0.006376948512045347,0.8820811053432731
0.006376948512045347,0.8821045236329573
0.006613131790269249,0.8821045236329573
0.006613131790269249,0.8821435541157644
0.00684931506849315,0.8821435541157644
0.00684931506849315,0.8821591663088872
0.007085498346717053,0.8821591663088872
0.007085498346717053,0.8823543187229226
0.007321681624940954,0.8823543187229226
0.007321681624940954,0.8823699309160454
0.007557864903164856,0.8823699309160454
0.007557864903164856,0.8823777370126068
0.007794048181388758,0.8823777370126068
0.007794048181388758,0.8823933492057296
0.00803023145961266,0.8823933492057296
0.00803023145961266,0.8824479918816596
0.00826641473783656,0.8824479918816596
0.00826641473783656,0.8824870223644666
0.008502598016060462,0.8824870223644666
0.008502598016060462,0.8825338589438352
0.008738781294284365,0.8825338589438352
0.008738781294284365,0.8825494711369579
0.008974964572508267,0.8825494711369579
0.008974964572508267,0.882588501619765
0.009211147850732168,0.882588501619765
0.009211147850732168,0.8825963077163265
0.00944733112895607,0.8825963077163265
0.00944733112895607,0.8826665625853792
0.009919697685403874,0.8826665625853792
0.009919697685403874,0.8828382967097304
0.010155880963627776,0.8828382967097304
0.010155880963627776,0.8828461028062917
0.01086443079829948,0.8828461028062917
0.01086443079829948,0.8828773271925374
0.011100614076523381,0.8828773271925374
0.011100614076523381,0.8828851332890988
0.011572980632971186,0.8828851332890988
0.011572980632971186,0.8829163576753445
0.011809163911195087,0.8829163576753445
0.011809163911195087,0.8830412552203271
0.012045347189418989,0.8830412552203271
0.012045347189418989,0.8830568674134499
0.01228153046764289,0.8830568674134499
0.01228153046764289,0.8830646735100113
0.012517713745866793,0.8830646735100113
0.012517713745866793,0.8830802857031341
0.012753897024090695,0.8830802857031341
0.012753897024090695,0.8831271222825027
0.012990080302314596,0.8831271222825027
0.012990080302314596,0.883134928379064
0.0134624468587624,0.883134928379064
0.0134624468587624,0.8831739588618711
0.0136986301369863,0.8831739588618711
0.0136986301369863,0.8834003356621521
0.013934813415210204,0.8834003356621521
0.013934813415210204,0.883415947855275
0.014170996693434105,0.883415947855275
0.014170996693434105,0.8834783966277663
0.014407179971658007,0.8834783966277663
0.014407179971658007,0.8835018149174505
0.014643363249881908,0.8835018149174505
0.014643363249881908,0.883509621014012
0.01487954652810581,0.883509621014012
0.01487954652810581,0.8835408454002576
0.015351913084553614,0.8835408454002576
0.015351913084553614,0.8835876819796261
0.015588096362777516,0.8835876819796261
0.015588096362777516,0.883735997814293
0.01582427964100142,0.883735997814293
0.01582427964100142,0.8837438039108544
0.01606046291922532,0.8837438039108544
0.01606046291922532,0.8837906404902228
0.01629664619744922,0.8837906404902228
0.01629664619744922,0.8838140587799072
0.01653282947567312,0.8838140587799072
0.01653282947567312,0.8838296709730299
0.016769012753897024,0.8838296709730299
0.016769012753897024,0.883868701455837
0.017005196032120924,0.883868701455837
0.017005196032120924,0.8838999258420827
0.017241379310344827,0.8838999258420827
0.017241379310344827,0.883907731938644
0.01747756258856873,0.883907731938644
0.01747756258856873,0.8839311502283284
0.01771374586679263,0.8839311502283284
0.01771374586679263,0.884001405097381
0.017949929145016533,0.884001405097381
0.017949929145016533,0.8840404355801881
0.018186112423240433,0.8840404355801881
0.018186112423240433,0.8841341087389251
0.018422295701464336,0.8841341087389251
0.018422295701464336,0.8841497209320479
0.01865847897968824,0.8841497209320479
0.01865847897968824,0.8841653331251708
0.019130845536136042,0.8841653331251708
0.019130845536136042,0.8842043636079778
0.019367028814359942,0.8842043636079778
0.019367028814359942,0.884282424573592
0.019603212092583845,0.884282424573592
0.019603212092583845,0.8842980367667148
0.01983939537080775,0.8842980367667148
0.01983939537080775,0.884321455056399
0.020075578649031648,0.884321455056399
0.020075578649031648,0.8843292611529605
0.02031176192725555,0.8843292611529605
0.02031176192725555,0.8843370672495219
0.02054794520547945,0.8843370672495219
0.02054794520547945,0.8843917099254518
0.020784128483703354,0.8843917099254518
0.020784128483703354,0.8843995160220132
0.021256495040151157,0.8843995160220132
0.021256495040151157,0.8844073221185746
0.02149267831837506,0.8844073221185746
0.02149267831837506,0.8844229343116974
0.02172886159659896,0.8844229343116974
0.02172886159659896,0.8844307404082589
0.021965044874822863,0.8844307404082589
0.021965044874822863,0.8844463526013817
0.022201228153046763,0.8844463526013817
0.022201228153046763,0.8844619647945046
