fpr,tpr
0.0,0.0
2.0145612487056443e-06,0.0
4.0291224974112886e-06,0.0
4.0291224974112886e-06,0.0007092198581560284
0.02371944414226026,0.0007092198581560284
0.02371944414226026,0.0014184397163120568
0.02372347326475767,0.0014184397163120568
0.02372347326475767,0.002127659574468085
0.023725487826006374,0.002127659574468085
0.023725487826006374,0.0028368794326241137
0.02372750238725508,0.0028368794326241137
0.02372750238725508,0.0035460992907801418
0.023737575193498606,0.0035460992907801418
0.023737575193498606,0.00425531914893617
0.023779880979721425,0.00425531914893617
0.023779880979721425,0.005673758865248227
0.0238060702759546,0.005673758865248227
0.0238060702759546,0.006382978723404255
0.023848376062177417,0.006382978723404255
0.023848376062177417,0.0070921985815602835
0.02391687114463341,0.0070921985815602835
0.02391687114463341,0.007801418439716312
0.023924929389628233,0.007801418439716312
0.023924929389628233,0.00851063829787234
0.02393903131836917,0.00851063829787234
0.02393903131836917,0.009219858156028368
0.023947089563363996,0.009219858156028368
0.023947089563363996,0.009929078014184398
0.02396320605335364,0.009929078014184398
0.02396320605335364,0.010638297872340425
0.02397327885959717,0.010638297872340425
0.02397327885959717,0.011347517730496455
0.023997453594581636,0.011347517730496455
0.023997453594581636,0.012056737588652482
0.024003497278327752,0.012056737588652482
0.024003497278327752,0.01276595744680851
0.024013570084571282,0.01276595744680851
0.024013570084571282,0.01347517730496454
0.024017599207068693,0.01347517730496454
0.024017599207068693,0.014184397163120567
0.02403371569705834,0.014184397163120567
0.02403371569705834,0.014893617021276596
0.024069977799535038,0.014893617021276596
0.024069977799535038,0.015602836879432624
0.024071992360783744,0.015602836879432624
0.024071992360783744,0.016312056737588652
0.02414854568823456,0.016312056737588652
0.02414854568823456,0.01702127659574468
0.02416667673947291,0.01702127659574468
0.02416667673947291,0.01773049645390071
0.024178764106965143,0.01773049645390071
0.024178764106965143,0.018439716312056736
0.02418077866821385,0.018439716312056736
0.02418077866821385,0.019148936170212766
0.024235171821928903,0.019148936170212766
0.024235171821928903,0.019858156028368795
0.024299637781887484,0.019858156028368795
0.024299637781887484,0.02056737588652482
0.02464815687791356,0.02056737588652482
0.02464815687791356,0.02127659574468085
0.024736797572856607,0.02127659574468085
0.024736797572856607,0.02198581560283688
0.02479119072657166,0.02198581560283688
0.02479119072657166,0.02269503546099291
0.02482745282904836,0.02269503546099291
0.02482745282904836,0.023404255319148935
0.024863714931525064,0.023404255319148935
0.024863714931525064,0.024113475177304965
